"SECONDS";"PID";"VALUE";"UNITS";
"36316.9508735";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36316.9508735";"Throttle position";"6.2745098039215685";"%";
"36317.1610584";"Average fuel consumption";"8.727910702469257";"km/L";
"36317.1610584";"Average fuel consumption (Today)";"8.728113354080646";"km/L";
"36317.1610584";"Average fuel consumption (total)";"15.13454413898099";"km/L";
"36317.1610584";"Average fuel consumption (Week)";"15.13454413898099";"km/L";
"36317.1610584";"Average fuel consumption 10 sec";"8.73692194524303";"km/L";
"36317.1610584";"Calculated instant fuel rate";"2.0185339340343567";"L/h";
"36317.1610584";"Engine RPM";"1677";"rpm";
"36317.1610584";"Engine RPM x1000";"1.7";"rpm";
"36317.1610584";"Fuel used";"0.17898336107546192";"L";
"36317.1610584";"Fuel used (Today)";"0.178979";"L";
"36317.1610584";"Fuel used (total)";"4.461272";"L";
"36317.1610584";"Fuel used (Week)";"4.461272";"L";
"36317.1610584";"Fuel used price";"20.58308652367812";"₹$";
"36317.1610584";"Fuel used price (Today)";"20.582585";"₹$";
"36317.1610584";"Fuel used price (total)";"278.43411382";"₹$";
"36317.1610584";"Fuel used price (Week)";"278.43411382";"₹$";
"36317.1610584";"Instant engine power (based on fuel consumption)";"7.896904221825928";"hp";
"36317.4558179";"Average speed";"8.909293350490021";"km/h";
"36317.4558179";"Calculated instant fuel consumption";"8.917363090361418";"km/L";
"36317.4558179";"Distance travelled";"1.5685778821944438";"km";
"36317.4558179";"Distance travelled (Today)";"1.568576";"km";
"36317.4558179";"Distance travelled (total)";"67.52574499999999";"km";
"36317.4558179";"Distance travelled (Week)";"67.52574499999999";"km";
"36317.4558179";"Vehicle acceleration";"0.04382045287775692";"g";
"36317.4558179";"Vehicle speed";"18";"km/h";
"36317.6835495";"Calculated boost";"-0.58325";"bar";
"36317.6835495";"Intake manifold absolute pressure";"43";"kPa";
"36318.1570452";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36318.1570452";"Throttle position";"6.2745098039215685";"%";
"36318.4011954";"Average fuel consumption";"8.723501984827955";"km/L";
"36318.4011954";"Average fuel consumption (Today)";"8.7237133354838";"km/L";
"36318.4011954";"Average fuel consumption (total)";"15.133179474502915";"km/L";
"36318.4011954";"Average fuel consumption (Week)";"15.133179474502915";"km/L";
"36318.4011954";"Average fuel consumption 10 sec";"8.735648065660682";"km/L";
"36318.4011954";"Calculated instant fuel rate";"2.4010328596206048";"L/h";
"36318.4011954";"Engine RPM";"1902";"rpm";
"36318.4011954";"Engine RPM x1000";"1.9";"rpm";
"36318.4011954";"Fuel used";"0.17981057205266163";"L";
"36318.4011954";"Fuel used (Today)";"0.179806";"L";
"36318.4011954";"Fuel used (total)";"4.462099";"L";
"36318.4011954";"Fuel used (Week)";"4.462099";"L";
"36318.4011954";"Fuel used price";"20.678215786056086";"₹$";
"36318.4011954";"Fuel used price (Today)";"20.67769";"₹$";
"36318.4011954";"Fuel used price (total)";"278.52921882";"₹$";
"36318.4011954";"Fuel used price (Week)";"278.52921882";"₹$";
"36318.4011954";"Instant engine power (based on fuel consumption)";"9.393315716018083";"hp";
"36318.7180092";"Average speed";"8.933357485374163";"km/h";
"36318.7180092";"Calculated instant fuel consumption";"8.74623598584081";"km/L";
"36318.7180092";"Distance travelled";"1.575951250527777";"km";
"36318.7180092";"Distance travelled (Today)";"1.575949";"km";
"36318.7180092";"Distance travelled (total)";"67.53311799999999";"km";
"36318.7180092";"Distance travelled (Week)";"67.53311799999999";"km";
"36318.7180092";"Vehicle acceleration";"0.05542829552667991";"g";
"36318.7180092";"Vehicle speed";"21";"km/h";
"36319.0163126";"Calculated boost";"-0.7432500000000001";"bar";
"36319.0163126";"Intake manifold absolute pressure";"27";"kPa";
"36319.4750952";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"36319.4750952";"Throttle position";"0";"%";
"36319.6886097";"Average fuel consumption";"8.764508296354364";"km/L";
"36319.6886097";"Average fuel consumption (Today)";"8.764718641202185";"km/L";
"36319.6886097";"Average fuel consumption (total)";"15.134831835869171";"km/L";
"36319.6886097";"Average fuel consumption (Week)";"15.134831835869171";"km/L";
"36319.6886097";"Average fuel consumption 10 sec";"8.739037304748557";"km/L";
"36319.6886097";"Calculated instant fuel rate";"0";"L/h";
"36319.6886097";"Engine RPM";"1313";"rpm";
"36319.6886097";"Engine RPM x1000";"1.3";"rpm";
"36319.6886097";"Fuel used";"0.17981057205266163";"L";
"36319.6886097";"Fuel used (Today)";"0.179806";"L";
"36319.6886097";"Fuel used (total)";"4.462099";"L";
"36319.6886097";"Fuel used (Week)";"4.462099";"L";
"36319.6886097";"Fuel used price";"20.678215786056086";"₹$";
"36319.6886097";"Fuel used price (Today)";"20.67769";"₹$";
"36319.6886097";"Fuel used price (total)";"278.52921882";"₹$";
"36319.6886097";"Fuel used price (Week)";"278.52921882";"₹$";
"36319.6886097";"Instant engine power (based on fuel consumption)";"0";"hp";
"36319.9849569";"Average speed";"8.957361752435844";"km/h";
"36319.9849569";"Distance travelled";"1.583335632777777";"km";
"36319.9849569";"Distance travelled (Today)";"1.583333";"km";
"36319.9849569";"Distance travelled (total)";"67.54050199999999";"km";
"36319.9849569";"Distance travelled (Week)";"67.54050199999999";"km";
"36319.9849569";"Vehicle acceleration";"0.044507216778377295";"g";
"36319.9849569";"Vehicle speed";"21";"km/h";
"36320.3159969";"Calculated boost";"-0.77325";"bar";
"36320.3159969";"Intake manifold absolute pressure";"24";"kPa";
"36320.7662092";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36320.7662092";"Throttle position";"3.1372549019607843";"%";
"36320.9693835";"Average fuel consumption";"8.790190533795407";"km/L";
"36320.9693835";"Average fuel consumption (Today)";"8.790385352068887";"km/L";
"36320.9693835";"Average fuel consumption (total)";"15.135418183969481";"km/L";
"36320.9693835";"Average fuel consumption (Week)";"15.135418183969481";"km/L";
"36320.9693835";"Average fuel consumption 10 sec";"8.745067609806148";"km/L";
"36320.9693835";"Calculated instant fuel rate";"0.8849526143888136";"L/h";
"36320.9693835";"Engine RPM";"1256";"rpm";
"36320.9693835";"Engine RPM x1000";"1.3";"rpm";
"36320.9693835";"Fuel used";"0.18012529156112936";"L";
"36320.9693835";"Fuel used (Today)";"0.180121";"L";
"36320.9693835";"Fuel used (total)";"4.462414";"L";
"36320.9693835";"Fuel used (Week)";"4.462414";"L";
"36320.9693835";"Fuel used price";"20.714408529529877";"₹$";
"36320.9693835";"Fuel used price (Today)";"20.713915";"₹$";
"36320.9693835";"Fuel used price (total)";"278.56544382";"₹$";
"36320.9693835";"Fuel used price (Week)";"278.56544382";"₹$";
"36320.9693835";"Instant engine power (based on fuel consumption)";"3.462109761372962";"hp";
"36321.2846117";"Average speed";"8.981905545974932";"km/h";
"36321.2846117";"Calculated instant fuel consumption";"23.730084140723744";"km/L";
"36321.2846117";"Distance travelled";"1.5909164886944436";"km";
"36321.2846117";"Distance travelled (Today)";"1.590914";"km";
"36321.2846117";"Distance travelled (total)";"67.54808299999999";"km";
"36321.2846117";"Distance travelled (Week)";"67.54808299999999";"km";
"36321.2846117";"Vehicle acceleration";"0.027687417632339898";"g";
"36321.2846117";"Vehicle speed";"21";"km/h";
"36321.5969013";"Calculated boost";"-0.68325";"bar";
"36321.5969013";"Intake manifold absolute pressure";"33";"kPa";
"36322.0585909";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36322.0585909";"Throttle position";"2.7450980392156863";"%";
"36322.2842593";"Average fuel consumption";"8.809728025591225";"km/L";
"36322.2842593";"Average fuel consumption (Today)";"8.809925684730484";"km/L";
"36322.2842593";"Average fuel consumption (total)";"15.135553426882893";"km/L";
"36322.2842593";"Average fuel consumption (Week)";"15.135553426882893";"km/L";
"36322.2842593";"Average fuel consumption 10 sec";"8.75306485087241";"km/L";
"36322.2842593";"Calculated instant fuel rate";"1.261374536552208";"L/h";
"36322.2842593";"Engine RPM";"1302";"rpm";
"36322.2842593";"Engine RPM x1000";"1.3";"rpm";
"36322.2842593";"Fuel used";"0.18058633411531186";"L";
"36322.2842593";"Fuel used (Today)";"0.180582";"L";
"36322.2842593";"Fuel used (total)";"4.462875";"L";
"36322.2842593";"Fuel used (Week)";"4.462875";"L";
"36322.2842593";"Fuel used price";"20.767428423260863";"₹$";
"36322.2842593";"Fuel used price (Today)";"20.76693";"₹$";
"36322.2842593";"Fuel used price (total)";"278.61845882";"₹$";
"36322.2842593";"Fuel used price (Week)";"278.61845882";"₹$";
"36322.2842593";"Instant engine power (based on fuel consumption)";"4.934746815523841";"hp";
"36322.5801715";"Average speed";"9.010405492424821";"km/h";
"36322.5801715";"Calculated instant fuel consumption";"18.234076662802554";"km/L";
"36322.5801715";"Distance travelled";"1.599215868749999";"km";
"36322.5801715";"Distance travelled (Today)";"1.599213";"km";
"36322.5801715";"Distance travelled (total)";"67.556382";"km";
"36322.5801715";"Distance travelled (Week)";"67.556382";"km";
"36322.5801715";"Vehicle acceleration";"0.02763807161989954";"g";
"36322.5801715";"Vehicle speed";"23";"km/h";
"36322.8587455";"Calculated boost";"-0.6332500000000001";"bar";
"36322.8587455";"Intake manifold absolute pressure";"38";"kPa";
"36323.3224024";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36323.3224024";"Throttle position";"5.098039215686274";"%";
"36323.5604315";"Average fuel consumption";"8.829158223976169";"km/L";
"36323.5604315";"Average fuel consumption (Today)";"8.829333333333333";"km/L";
"36323.5604315";"Average fuel consumption (total)";"15.135571438749407";"km/L";
"36323.5604315";"Average fuel consumption (Week)";"15.135571438749407";"km/L";
"36323.5604315";"Average fuel consumption 10 sec";"8.764070139566744";"km/L";
"36323.5604315";"Calculated instant fuel rate";"1.5316984376035674";"L/h";
"36323.5604315";"Engine RPM";"1373";"rpm";
"36323.5604315";"Engine RPM x1000";"1.4";"rpm";
"36323.5604315";"Fuel used";"0.18112891718343221";"L";
"36323.5604315";"Fuel used (Today)";"0.181125";"L";
"36323.5604315";"Fuel used (total)";"4.463418";"L";
"36323.5604315";"Fuel used (Week)";"4.463418";"L";
"36323.5604315";"Fuel used price";"20.829825476094705";"₹$";
"36323.5604315";"Fuel used price (Today)";"20.829375000000002";"₹$";
"36323.5604315";"Fuel used price (total)";"278.68090382";"₹$";
"36323.5604315";"Fuel used price (Week)";"278.68090382";"₹$";
"36323.5604315";"Instant engine power (based on fuel consumption)";"5.99230741407487";"hp";
"36323.8696176";"Average speed";"9.03850941021062";"km/h";
"36323.8696176";"Calculated instant fuel consumption";"15.01601061628349";"km/L";
"36323.8696176";"Distance travelled";"1.6074331030277769";"km";
"36323.8696176";"Distance travelled (Today)";"1.60743";"km";
"36323.8696176";"Distance travelled (total)";"67.56459899999999";"km";
"36323.8696176";"Distance travelled (Week)";"67.56459899999999";"km";
"36323.8696176";"Vehicle acceleration";"0.010996740497782405";"g";
"36323.8696176";"Vehicle speed";"23";"km/h";
"36324.1738987";"Calculated boost";"-0.64325";"bar";
"36324.1738987";"Intake manifold absolute pressure";"37";"kPa";
"36324.6271205";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36324.6271205";"Throttle position";"5.098039215686274";"%";
"36324.8448453";"Average fuel consumption";"8.846924326313555";"km/L";
"36324.8448453";"Average fuel consumption (Today)";"8.847102207055974";"km/L";
"36324.8448453";"Average fuel consumption (total)";"15.135496483745568";"km/L";
"36324.8448453";"Average fuel consumption (Week)";"15.135496483745568";"km/L";
"36324.8448453";"Average fuel consumption 10 sec";"8.777709799803032";"km/L";
"36324.8448453";"Calculated instant fuel rate";"1.583719935503547";"L/h";
"36324.8448453";"Engine RPM";"1458";"rpm";
"36324.8448453";"Engine RPM x1000";"1.5";"rpm";
"36324.8448453";"Fuel used";"0.18169400389768925";"L";
"36324.8448453";"Fuel used (Today)";"0.18169";"L";
"36324.8448453";"Fuel used (total)";"4.463983";"L";
"36324.8448453";"Fuel used (Week)";"4.463983";"L";
"36324.8448453";"Fuel used price";"20.894810448234264";"₹$";
"36324.8448453";"Fuel used price (Today)";"20.89435";"₹$";
"36324.8448453";"Fuel used price (total)";"278.74587882";"₹$";
"36324.8448453";"Fuel used price (Week)";"278.74587882";"₹$";
"36324.8448453";"Instant engine power (based on fuel consumption)";"6.195825809017574";"hp";
"36325.1596753";"Average speed";"9.072644463160113";"km/h";
"36325.1596753";"Calculated instant fuel consumption";"16.41704408534407";"km/L";
"36325.1596753";"Distance travelled";"1.616757503249999";"km";
"36325.1596753";"Distance travelled (Today)";"1.616754";"km";
"36325.1596753";"Distance travelled (total)";"67.573923";"km";
"36325.1596753";"Distance travelled (Week)";"67.573923";"km";
"36325.1596753";"Vehicle acceleration";"0.027369074190102802";"g";
"36325.1596753";"Vehicle speed";"26";"km/h";
"36325.4838645";"Calculated boost";"-0.66325";"bar";
"36325.4838645";"Intake manifold absolute pressure";"35";"kPa";
"36325.9251931";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36325.9251931";"Throttle position";"5.490196078431373";"%";
"36326.1370377";"Average fuel consumption";"8.870471387517034";"km/L";
"36326.1370377";"Average fuel consumption (Today)";"8.870640132997547";"km/L";
"36326.1370377";"Average fuel consumption (total)";"15.135655940394464";"km/L";
"36326.1370377";"Average fuel consumption (Week)";"15.135655940394464";"km/L";
"36326.1370377";"Average fuel consumption 10 sec";"8.795009927582004";"km/L";
"36326.1370377";"Calculated instant fuel rate";"1.5833970029545068";"L/h";
"36326.1370377";"Engine RPM";"1541";"rpm";
"36326.1370377";"Engine RPM x1000";"1.5";"rpm";
"36326.1370377";"Fuel used";"0.18226286209830744";"L";
"36326.1370377";"Fuel used (Today)";"0.182259";"L";
"36326.1370377";"Fuel used (total)";"4.464552";"L";
"36326.1370377";"Fuel used (Week)";"4.464552";"L";
"36326.1370377";"Fuel used price";"20.960229141305355";"₹$";
"36326.1370377";"Fuel used price (Today)";"20.959785";"₹$";
"36326.1370377";"Fuel used price (total)";"278.81131382";"₹$";
"36326.1370377";"Fuel used price (Week)";"278.81131382";"₹$";
"36326.1370377";"Instant engine power (based on fuel consumption)";"6.194562432976737";"hp";
"36326.4526432";"Average speed";"9.10868344868925";"km/h";
"36326.4526432";"Calculated instant fuel consumption";"17.051945879409846";"km/L";
"36326.4526432";"Distance travelled";"1.626449315999999";"km";
"36326.4526432";"Distance travelled (Today)";"1.626446";"km";
"36326.4526432";"Distance travelled (total)";"67.583615";"km";
"36326.4526432";"Distance travelled (Week)";"67.583615";"km";
"36326.4526432";"Vehicle acceleration";"0.03288538434082456";"g";
"36326.4526432";"Vehicle speed";"27";"km/h";
"36326.7588934";"Calculated boost";"-0.67325";"bar";
"36326.7588934";"Intake manifold absolute pressure";"34";"kPa";
"36327.2350849";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"36327.2350849";"Throttle position";"5.098039215686274";"%";
"36327.4502765";"Average fuel consumption";"8.895246859812312";"km/L";
"36327.4502765";"Average fuel consumption (Today)";"8.895411860578319";"km/L";
"36327.4502765";"Average fuel consumption (total)";"15.135853705622273";"km/L";
"36327.4502765";"Average fuel consumption (Week)";"15.135853705622273";"km/L";
"36327.4502765";"Average fuel consumption 10 sec";"8.815899737190751";"km/L";
"36327.4502765";"Calculated instant fuel rate";"1.5960500873760028";"L/h";
"36327.4502765";"Engine RPM";"1599";"rpm";
"36327.4502765";"Engine RPM x1000";"1.6";"rpm";
